0.0,0.69625,1,
4.0,0.346428571429,0,
6.0,0.295,0,
16.0,0.883636363636,1,
22.0,0.422222222222,0,
43.0,0.670833333333,1,
44.0,0.927916666667,1,
47.0,0.802916666667,1,
69.0,0.8975,1,
73.0,0.299166666667,0,
90.0,0.147272727273,0,
94.0,0.95,1,
98.0,0.527083333333,1,
108.0,0.742916666667,1,
119.0,0.337083333333,0,
121.0,0.565,1,
127.0,0.505833333333,1,
130.0,0.5625,1,
131.0,0.7975,1,
138.0,0.248333333333,0,
140.0,0.261666666667,0,
142.0,0.54375,1,
152.0,0.75625,1,
159.0,0.329166666667,0,
176.0,0.502083333333,1,
180.0,0.4775,0,
194.0,0.624583333333,1,
210.0,0.738333333333,1,
213.0,0.677916666667,1,
222.0,0.42375,0,
228.0,0.508888888889,1,
232.0,0.495416666667,0,
236.0,0.50375,1,
252.0,0.89125,1,
255.0,0.457083333333,0,
263.0,0.662916666667,1,
272.0,0.854166666667,1,
280.0,0.707916666667,1,
289.0,0.940833333333,1,
300.0,0.374583333333,0,
303.0,0.520833333333,1,
316.0,0.74875,1,
327.0,0.44,0,
329.0,0.467083333333,0,
332.0,0.483888888889,0,
339.0,0.480416666667,0,
344.0,0.81625,1,
355.0,0.5225,1,
369.0,0.86875,1,
376.0,0.992083333333,1,
386.0,0.808333333333,1,
390.0,0.172083333333,0,
402.0,0.50625,1,
413.0,0.632083333333,1,
416.0,0.237142857143,0,
417.0,0.234166666667,0,
430.0,0.654166666667,1,
442.0,0.482916666667,0,
455.0,0.93625,1,
472.0,0.905,1,
477.0,0.891666666667,1,
483.0,0.510416666667,1,
488.0,0.579444444444,1,
490.0,0.90875,1,
495.0,0.876666666667,1,
498.0,0.588333333333,1,
532.0,0.882916666667,1,
533.0,0.62625,1,
534.0,0.432916666667,0,
535.0,0.405,0,
539.0,0.838333333333,1,
554.0,0.405833333333,0,
556.0,0.75125,1,
558.0,0.255416666667,0,
584.0,0.631428571429,1,
600.0,0.79125,1,
611.0,0.29625,0,
612.0,0.985833333333,1,
614.0,0.56,1,
617.0,0.74,1,
620.0,0.281666666667,0,
624.0,0.666428571429,1,
628.0,0.505833333333,1,
682.0,0.625,1,
687.0,0.92875,1,
705.0,0.649166666667,1,
717.0,0.579166666667,1,
719.0,0.622083333333,1,
721.0,0.579583333333,1,
724.0,0.85125,1,
754.0,0.435909090909,0,
758.0,0.938333333333,1,
766.0,0.911666666667,1,
773.0,0.31625,0,
774.0,0.764583333333,1,
777.0,0.920833333333,1,
784.0,0.8775,1,
794.0,0.315833333333,0,
805.0,0.77,1,
824.0,0.302916666667,0,
825.0,0.67875,1,
827.0,0.803333333333,1,
834.0,0.965833333333,1,
837.0,0.904166666667,1,
849.0,0.837916666667,1,
854.0,0.28375,0,
857.0,0.567083333333,1,
864.0,0.81,1,
873.0,0.400416666667,0,
874.0,0.81375,1,
878.0,0.893333333333,1,
880.0,0.980833333333,1,
908.0,0.359583333333,0,
923.0,0.314583333333,0,
935.0,0.622083333333,1,
936.0,0.75875,1,
940.0,0.519583333333,1,
941.0,0.485555555556,0,
942.0,0.875833333333,1,
943.0,0.545416666667,1,
945.0,0.966666666667,1,
952.0,0.145,0,
953.0,0.497222222222,0,
960.0,0.477857142857,0,
989.0,0.292916666667,0,
992.0,0.384090909091,0,
994.0,0.910416666667,1,
1014.0,0.274444444444,0,
1019.0,0.900555555556,1,
1025.0,0.442777777778,0,
1033.0,0.710714285714,1,
1034.0,0.651428571429,1,
