31.0,51.0,0.0,52.0,0.0,1.0,0.925,
31.0,51.0,0.0,52.0,1.0,1.0,0.555,
31.0,51.0,0.0,52.0,4.0,1.0,0.645,
31.0,51.0,0.0,52.0,5.0,1.0,0.84,
31.0,51.0,0.0,52.0,6.0,1.0,0.95,
31.0,51.0,0.0,52.0,7.0,0.0,0.38,
31.0,51.0,0.0,52.0,8.0,1.0,0.67,
31.0,51.0,0.0,52.0,11.0,1.0,0.605,
7.0,420.0,4.0,54.0,0.0,1.0,0.985,
7.0,420.0,4.0,54.0,1.0,0.0,0.19,
7.0,420.0,4.0,54.0,2.0,0.0,0.11,
7.0,420.0,4.0,54.0,4.0,0.0,0.405,
7.0,420.0,4.0,54.0,5.0,0.0,0.465,
7.0,420.0,4.0,54.0,6.0,0.0,0.13,
7.0,420.0,4.0,54.0,7.0,0.0,0.14,
2.0,907.0,6.0,53.0,0.0,1.0,0.81,
2.0,907.0,6.0,53.0,1.0,0.0,0.095,
2.0,907.0,6.0,53.0,2.0,1.0,0.91,
2.0,907.0,6.0,53.0,4.0,0.0,0.0,
2.0,907.0,6.0,53.0,5.0,0.0,0.06,
2.0,907.0,6.0,53.0,6.0,0.0,0.175,
2.0,907.0,6.0,53.0,7.0,0.0,0.015,
21.0,1323.0,16.0,25.0,0.0,1.0,0.97,
21.0,1323.0,16.0,25.0,1.0,1.0,0.925,
21.0,1323.0,16.0,25.0,2.0,1.0,0.785,
21.0,1323.0,16.0,25.0,4.0,1.0,0.975,
21.0,1323.0,16.0,25.0,5.0,1.0,0.865,
21.0,1323.0,16.0,25.0,6.0,1.0,0.865,
21.0,1323.0,16.0,25.0,7.0,1.0,0.925,
21.0,1323.0,16.0,25.0,8.0,1.0,0.66,
21.0,1323.0,16.0,25.0,9.0,1.0,0.985,
21.0,1323.0,16.0,25.0,10.0,1.0,1.0,
21.0,1323.0,16.0,25.0,11.0,1.0,0.765,
35.0,1515.0,22.0,56.0,0.0,1.0,0.725,
35.0,1515.0,22.0,56.0,1.0,0.0,0.105,
35.0,1515.0,22.0,56.0,2.0,0.0,0.205,
35.0,1515.0,22.0,56.0,4.0,1.0,0.82,
35.0,1515.0,22.0,56.0,5.0,1.0,0.555,
35.0,1515.0,22.0,56.0,6.0,1.0,0.85,
35.0,1515.0,22.0,56.0,7.0,0.0,0.075,
35.0,1515.0,22.0,56.0,8.0,0.0,0.14,
35.0,1515.0,22.0,56.0,11.0,0.0,0.325,
42.0,1249.0,43.0,21.0,0.0,1.0,0.985,
42.0,1249.0,43.0,21.0,1.0,1.0,1.0,
42.0,1249.0,43.0,21.0,2.0,1.0,0.93,
42.0,1249.0,43.0,21.0,3.0,0.0,0.07,
42.0,1249.0,43.0,21.0,4.0,1.0,0.99,
42.0,1249.0,43.0,21.0,5.0,1.0,0.955,
42.0,1249.0,43.0,21.0,6.0,1.0,0.96,
42.0,1249.0,43.0,21.0,7.0,1.0,0.99,
42.0,1249.0,43.0,21.0,8.0,0.0,0.445,
42.0,1249.0,43.0,21.0,9.0,0.0,0.155,
42.0,1249.0,43.0,21.0,10.0,0.0,0.115,
42.0,1249.0,43.0,21.0,11.0,0.0,0.455,
53.0,859.0,44.0,23.0,0.0,1.0,0.885,
53.0,859.0,44.0,23.0,1.0,1.0,0.925,
53.0,859.0,44.0,23.0,2.0,1.0,0.93,
53.0,859.0,44.0,23.0,3.0,1.0,0.995,
53.0,859.0,44.0,23.0,4.0,1.0,0.815,
53.0,859.0,44.0,23.0,5.0,1.0,0.845,
53.0,859.0,44.0,23.0,6.0,1.0,0.955,
53.0,859.0,44.0,23.0,7.0,1.0,0.99,
53.0,859.0,44.0,23.0,8.0,1.0,0.88,
53.0,859.0,44.0,23.0,9.0,1.0,0.975,
53.0,859.0,44.0,23.0,10.0,1.0,0.965,
53.0,859.0,44.0,23.0,11.0,1.0,0.975,
64.0,1108.0,47.0,38.0,0.0,1.0,0.96,
64.0,1108.0,47.0,38.0,1.0,1.0,0.98,
64.0,1108.0,47.0,38.0,2.0,1.0,0.635,
64.0,1108.0,47.0,38.0,3.0,1.0,0.545,
64.0,1108.0,47.0,38.0,4.0,1.0,0.87,
64.0,1108.0,47.0,38.0,5.0,1.0,1.0,
64.0,1108.0,47.0,38.0,6.0,1.0,0.93,
64.0,1108.0,47.0,38.0,7.0,1.0,0.68,
64.0,1108.0,47.0,38.0,8.0,1.0,0.98,
64.0,1108.0,47.0,38.0,9.0,1.0,0.95,
64.0,1108.0,47.0,38.0,10.0,1.0,0.96,
64.0,1108.0,47.0,38.0,11.0,0.0,0.145,
83.0,329.0,69.0,36.0,0.0,1.0,0.985,
83.0,329.0,69.0,36.0,1.0,1.0,0.61,
83.0,329.0,69.0,36.0,2.0,1.0,0.875,
83.0,329.0,69.0,36.0,3.0,1.0,0.965,
83.0,329.0,69.0,36.0,4.0,1.0,0.945,
83.0,329.0,69.0,36.0,5.0,1.0,0.99,
83.0,329.0,69.0,36.0,6.0,1.0,0.905,
83.0,329.0,69.0,36.0,7.0,1.0,0.98,
83.0,329.0,69.0,36.0,8.0,1.0,0.63,
83.0,329.0,69.0,36.0,9.0,1.0,0.915,
83.0,329.0,69.0,36.0,10.0,1.0,1.0,
83.0,329.0,69.0,36.0,11.0,1.0,0.97,
67.0,468.0,73.0,24.0,0.0,1.0,0.875,
67.0,468.0,73.0,24.0,1.0,0.0,0.455,
67.0,468.0,73.0,24.0,2.0,1.0,0.555,
67.0,468.0,73.0,24.0,3.0,0.0,0.185,
67.0,468.0,73.0,24.0,4.0,0.0,0.095,
67.0,468.0,73.0,24.0,5.0,0.0,0.105,
67.0,468.0,73.0,24.0,6.0,0.0,0.245,
67.0,468.0,73.0,24.0,7.0,0.0,0.165,
67.0,468.0,73.0,24.0,8.0,0.0,0.17,
67.0,468.0,73.0,24.0,9.0,0.0,0.0,
67.0,468.0,73.0,24.0,10.0,0.0,0.045,
67.0,468.0,73.0,24.0,11.0,1.0,0.695,
103.0,1577.0,90.0,26.0,1.0,0.0,0.01,
103.0,1577.0,90.0,26.0,2.0,0.0,0.23,
103.0,1577.0,90.0,26.0,3.0,0.0,0.175,
103.0,1577.0,90.0,26.0,4.0,0.0,0.23,
103.0,1577.0,90.0,26.0,5.0,0.0,0.01,
103.0,1577.0,90.0,26.0,6.0,0.0,0.155,
103.0,1577.0,90.0,26.0,7.0,0.0,0.24,
103.0,1577.0,90.0,26.0,8.0,0.0,0.035,
103.0,1577.0,90.0,26.0,9.0,0.0,0.45,
103.0,1577.0,90.0,26.0,10.0,0.0,0.07,
103.0,1577.0,90.0,26.0,11.0,0.0,0.015,
106.0,566.0,94.0,26.0,0.0,1.0,0.935,
106.0,566.0,94.0,26.0,1.0,1.0,0.985,
106.0,566.0,94.0,26.0,2.0,1.0,0.995,
106.0,566.0,94.0,26.0,3.0,1.0,0.845,
106.0,566.0,94.0,26.0,4.0,1.0,0.995,
106.0,566.0,94.0,26.0,5.0,1.0,1.0,
106.0,566.0,94.0,26.0,6.0,1.0,0.995,
106.0,566.0,94.0,26.0,7.0,1.0,0.94,
106.0,566.0,94.0,26.0,8.0,1.0,0.995,
106.0,566.0,94.0,26.0,9.0,1.0,0.79,
106.0,566.0,94.0,26.0,10.0,1.0,0.955,
106.0,566.0,94.0,26.0,11.0,1.0,0.97,
110.0,825.0,98.0,32.0,0.0,1.0,0.92,
110.0,825.0,98.0,32.0,1.0,1.0,0.745,
110.0,825.0,98.0,32.0,2.0,1.0,0.615,
110.0,825.0,98.0,32.0,3.0,0.0,0.175,
110.0,825.0,98.0,32.0,4.0,1.0,0.68,
110.0,825.0,98.0,32.0,5.0,1.0,0.695,
110.0,825.0,98.0,32.0,6.0,0.0,0.065,
110.0,825.0,98.0,32.0,7.0,0.0,0.03,
110.0,825.0,98.0,32.0,8.0,1.0,0.9,
110.0,825.0,98.0,32.0,9.0,1.0,0.745,
110.0,825.0,98.0,32.0,10.0,0.0,0.185,
110.0,825.0,98.0,32.0,11.0,1.0,0.57,
133.0,1270.0,108.0,34.0,0.0,1.0,0.635,
133.0,1270.0,108.0,34.0,1.0,1.0,0.91,
133.0,1270.0,108.0,34.0,2.0,0.0,0.115,
133.0,1270.0,108.0,34.0,3.0,1.0,0.985,
133.0,1270.0,108.0,34.0,4.0,1.0,0.505,
133.0,1270.0,108.0,34.0,5.0,1.0,0.93,
133.0,1270.0,108.0,34.0,6.0,1.0,0.705,
133.0,1270.0,108.0,34.0,7.0,1.0,0.725,
133.0,1270.0,108.0,34.0,8.0,1.0,0.995,
133.0,1270.0,108.0,34.0,9.0,1.0,0.66,
133.0,1270.0,108.0,34.0,10.0,1.0,0.95,
133.0,1270.0,108.0,34.0,11.0,1.0,0.8,
135.0,1356.0,119.0,30.0,0.0,1.0,0.765,
135.0,1356.0,119.0,30.0,1.0,0.0,0.15,
135.0,1356.0,119.0,30.0,2.0,0.0,0.13,
135.0,1356.0,119.0,30.0,3.0,0.0,0.02,
135.0,1356.0,119.0,30.0,4.0,1.0,0.53,
135.0,1356.0,119.0,30.0,5.0,0.0,0.27,
135.0,1356.0,119.0,30.0,6.0,0.0,0.5,
135.0,1356.0,119.0,30.0,7.0,1.0,0.705,
135.0,1356.0,119.0,30.0,8.0,0.0,0.085,
135.0,1356.0,119.0,30.0,9.0,1.0,0.725,
135.0,1356.0,119.0,30.0,10.0,0.0,0.08,
135.0,1356.0,119.0,30.0,11.0,0.0,0.085,
160.0,467.0,121.0,60.0,0.0,1.0,0.985,
160.0,467.0,121.0,60.0,1.0,0.0,0.405,
160.0,467.0,121.0,60.0,2.0,1.0,0.77,
160.0,467.0,121.0,60.0,3.0,0.0,0.255,
160.0,467.0,121.0,60.0,4.0,1.0,0.82,
160.0,467.0,121.0,60.0,5.0,0.0,0.465,
160.0,467.0,121.0,60.0,6.0,0.0,0.475,
160.0,467.0,121.0,60.0,7.0,1.0,0.56,
160.0,467.0,121.0,60.0,8.0,1.0,0.845,
160.0,467.0,121.0,60.0,9.0,0.0,0.405,
160.0,467.0,121.0,60.0,10.0,0.0,0.16,
160.0,467.0,121.0,60.0,11.0,1.0,0.635,
177.0,735.0,127.0,79.0,0.0,0.0,0.35,
177.0,735.0,127.0,79.0,1.0,0.0,0.455,
177.0,735.0,127.0,79.0,2.0,0.0,0.435,
177.0,735.0,127.0,79.0,3.0,1.0,0.855,
177.0,735.0,127.0,79.0,4.0,0.0,0.17,
177.0,735.0,127.0,79.0,5.0,0.0,0.035,
177.0,735.0,127.0,79.0,6.0,0.0,0.335,
177.0,735.0,127.0,79.0,7.0,1.0,0.865,
177.0,735.0,127.0,79.0,8.0,1.0,0.94,
177.0,735.0,127.0,79.0,9.0,0.0,0.1,
177.0,735.0,127.0,79.0,10.0,1.0,0.835,
177.0,735.0,127.0,79.0,11.0,1.0,0.695,
145.0,980.0,130.0,27.0,0.0,1.0,0.965,
145.0,980.0,130.0,27.0,1.0,0.0,0.005,
145.0,980.0,130.0,27.0,2.0,1.0,0.995,
145.0,980.0,130.0,27.0,3.0,1.0,0.66,
145.0,980.0,130.0,27.0,4.0,1.0,0.87,
145.0,980.0,130.0,27.0,5.0,0.0,0.17,
145.0,980.0,130.0,27.0,6.0,0.0,0.13,
145.0,980.0,130.0,27.0,7.0,1.0,0.82,
145.0,980.0,130.0,27.0,8.0,1.0,0.64,
145.0,980.0,130.0,27.0,9.0,0.0,0.255,
145.0,980.0,130.0,27.0,10.0,0.0,0.37,
145.0,980.0,130.0,27.0,11.0,1.0,0.87,
127.0,149.0,131.0,23.0,0.0,1.0,0.905,
127.0,149.0,131.0,23.0,1.0,1.0,0.96,
127.0,149.0,131.0,23.0,2.0,1.0,0.99,
127.0,149.0,131.0,23.0,3.0,1.0,0.65,
127.0,149.0,131.0,23.0,4.0,1.0,0.75,
127.0,149.0,131.0,23.0,5.0,1.0,1.0,
127.0,149.0,131.0,23.0,6.0,1.0,0.9,
127.0,149.0,131.0,23.0,7.0,1.0,0.745,
127.0,149.0,131.0,23.0,8.0,0.0,0.44,
127.0,149.0,131.0,23.0,9.0,1.0,0.825,
127.0,149.0,131.0,23.0,10.0,1.0,0.675,
127.0,149.0,131.0,23.0,11.0,1.0,0.73,
162.0,45.0,138.0,40.0,0.0,0.0,0.38,
162.0,45.0,138.0,40.0,1.0,0.0,0.06,
162.0,45.0,138.0,40.0,2.0,0.0,0.075,
162.0,45.0,138.0,40.0,3.0,0.0,0.485,
162.0,45.0,138.0,40.0,4.0,0.0,0.425,
162.0,45.0,138.0,40.0,5.0,0.0,0.475,
162.0,45.0,138.0,40.0,6.0,0.0,0.065,
162.0,45.0,138.0,40.0,7.0,0.0,0.03,
162.0,45.0,138.0,40.0,8.0,0.0,0.095,
162.0,45.0,138.0,40.0,9.0,0.0,0.13,
162.0,45.0,138.0,40.0,10.0,0.0,0.175,
162.0,45.0,138.0,40.0,11.0,1.0,0.585,
168.0,1474.0,140.0,43.0,0.0,1.0,0.53,
168.0,1474.0,140.0,43.0,1.0,0.0,0.295,
168.0,1474.0,140.0,43.0,2.0,0.0,0.03,
168.0,1474.0,140.0,43.0,3.0,0.0,0.385,
168.0,1474.0,140.0,43.0,4.0,0.0,0.025,
168.0,1474.0,140.0,43.0,5.0,0.0,0.36,
168.0,1474.0,140.0,43.0,6.0,1.0,0.57,
168.0,1474.0,140.0,43.0,7.0,0.0,0.06,
168.0,1474.0,140.0,43.0,8.0,0.0,0.12,
168.0,1474.0,140.0,43.0,9.0,0.0,0.02,
168.0,1474.0,140.0,43.0,10.0,1.0,0.705,
168.0,1474.0,140.0,43.0,11.0,0.0,0.04,
149.0,597.0,142.0,21.0,0.0,0.0,0.36,
149.0,597.0,142.0,21.0,1.0,1.0,0.64,
149.0,597.0,142.0,21.0,2.0,0.0,0.255,
149.0,597.0,142.0,21.0,3.0,1.0,0.59,
149.0,597.0,142.0,21.0,4.0,1.0,0.895,
149.0,597.0,142.0,21.0,5.0,1.0,0.67,
149.0,597.0,142.0,21.0,6.0,1.0,0.96,
149.0,597.0,142.0,21.0,7.0,0.0,0.45,
149.0,597.0,142.0,21.0,8.0,0.0,0.105,
149.0,597.0,142.0,21.0,9.0,0.0,0.06,
149.0,597.0,142.0,21.0,10.0,1.0,0.79,
149.0,597.0,142.0,21.0,11.0,1.0,0.75,
245.0,417.0,152.0,114.0,0.0,1.0,0.935,
245.0,417.0,152.0,114.0,1.0,1.0,0.85,
245.0,417.0,152.0,114.0,2.0,1.0,0.955,
245.0,417.0,152.0,114.0,3.0,0.0,0.255,
245.0,417.0,152.0,114.0,4.0,1.0,0.76,
245.0,417.0,152.0,114.0,5.0,1.0,0.75,
245.0,417.0,152.0,114.0,6.0,1.0,0.88,
245.0,417.0,152.0,114.0,7.0,1.0,0.84,
245.0,417.0,152.0,114.0,8.0,1.0,0.88,
245.0,417.0,152.0,114.0,9.0,1.0,0.97,
245.0,417.0,152.0,114.0,10.0,0.0,0.27,
245.0,417.0,152.0,114.0,11.0,1.0,0.73,
178.0,114.0,159.0,30.0,0.0,0.0,0.08,
178.0,114.0,159.0,30.0,1.0,0.0,0.06,
178.0,114.0,159.0,30.0,2.0,1.0,0.585,
178.0,114.0,159.0,30.0,3.0,1.0,0.655,
178.0,114.0,159.0,30.0,4.0,0.0,0.095,
178.0,114.0,159.0,30.0,5.0,0.0,0.03,
178.0,114.0,159.0,30.0,6.0,0.0,0.14,
178.0,114.0,159.0,30.0,7.0,0.0,0.05,
178.0,114.0,159.0,30.0,8.0,1.0,0.97,
178.0,114.0,159.0,30.0,9.0,1.0,0.935,
178.0,114.0,159.0,30.0,10.0,0.0,0.25,
178.0,114.0,159.0,30.0,11.0,0.0,0.1,
174.0,1200.0,176.0,20.0,0.0,0.0,0.095,
174.0,1200.0,176.0,20.0,1.0,0.0,0.15,
174.0,1200.0,176.0,20.0,2.0,1.0,0.68,
174.0,1200.0,176.0,20.0,3.0,0.0,0.37,
174.0,1200.0,176.0,20.0,4.0,0.0,0.375,
174.0,1200.0,176.0,20.0,5.0,1.0,0.965,
174.0,1200.0,176.0,20.0,6.0,1.0,0.72,
